DateTime,Load Demand (kWh),PV Production (kWh),Energy Exported to Grid (kWh),Energy Imported from Grid (kWh),Hydrogen Production (kg),Fuel Cell Output (kWh),Ambient Temperature (°C),Electrolyser Power (kW),Electrolyser Efficiency (%),PV Efficiency (%),Fuel Cell Electrical Efficiency (%),Converter Efficiency (%),Solar Irradiance (W/m^2),Hydrogen Supply to Fuel Cell (kg),Hydrogen Consumption Rate (kg/kWh),Hydrogen Discharge to Storage (kg),Hydrogen Flow from Tank to FC (kg),Building Load Demand (kWh),E_PV2EZ (kWh),E_NT2FC (kWh),LCOH ($/kg),LCOS ($/kWh),Electrolyzer Losses (kWh),Converter Losses (kWh),Storage Losses (kg),Balance of Plant (BoP) (kWh),Month
2023-12-21 1:00,18574.63,9.1,18.15,191.45,26.28,25.72,16.76,145.14,61.42,13.5,44.15,94.91,1.43,1.8,0.07,24.48,1.8,8358.58,6.7857,25.72,2.6612,0.2977,0.9842,1579.9399,1.2616,901.5884,December
2023-12-21 2:00,17092.03,8.79,32.03,27.39,23.08,10.07,24.77,281.58,63.63,14.49,41.29,94.95,7.14,0.7,0.07,22.38,0.7,7691.41,6.3832,10.07,3.4264,0.1766,0.374,1327.3741,0.9916,460.666,December
2023-12-21 3:00,19058.15,0.27,58.93,170.5,33.03,28.72,18.37,161.64,61.56,14.01,44.16,94.02,7.35,2.01,0.07,31.02,2.01,8576.17,0.1778,28.72,3.0098,0.2322,0.0263,1453.1301,1.1841,860.8298,December
2023-12-21 4:00,16568.32,6.05,41.72,159.45,32.68,19.87,16.28,282.07,61.16,14.83,44.2,94.02,3.38,1.39,0.07,31.29,1.39,7455.74,3.9581,19.87,4.0597,0.2128,0.4381,1217.9453,1.2119,369.8557,December
2023-12-21 5:00,16764.02,7.46,86.09,129.44,22.75,37.06,15.7,123.72,60.28,13.57,42.53,95.69,2.02,2.59,0.07,20.16,2.59,7543.81,4.8504,37.06,3.0353,0.1144,0.7238,1168.9601,0.8206,730.7154,December
2023-12-21 6:00,16932.05,0.13,65.08,117.19,43.67,24.67,24.97,229.45,62.96,14.03,44.94,95.43,6.25,1.73,0.07,41.94,1.73,7619.42,0.0988,24.67,2.8615,0.2322,0.0084,859.6911,1.4834,448.3465,December
2023-12-21 7:00,16758.2,1389.93,19.98,22.22,41.06,38.09,31.11,1159.72,62.82,13.66,42.05,95.75,759.12,2.67,0.07,38.39,2.67,7541.19,961.9993,38.09,4.349,0.2434,93.8088,1242.1241,1.5319,439.5468,December
2023-12-21 8:00,17382.39,520.19,42.63,55.3,45.88,10.93,32.24,779.3,64.15,13.4,42.04,95.37,491.79,0.77,0.07,45.11,0.77,7822.08,391.795,10.93,3.7252,0.1346,34.6205,1213.368,2.2769,585.4299,December
2023-12-21 9:00,17456.51,271.37,18.84,105.03,44.66,26.5,27.2,807.07,61.02,14.99,43.39,94.98,244.42,1.86,0.07,42.8,1.86,7855.43,202.9552,26.5,4.2895,0.1931,29.1453,946.8007,2.0689,539.1638,December
2023-12-21 10:00,17935.7,931.66,67.41,178.7,32.07,13.09,20.67,1242.39,61.56,13.76,44.82,94.42,440.99,0.92,0.07,31.15,0.92,8071.06,640.9722,13.09,3.6639,0.2891,36.3299,1085.9543,1.1002,725.0856,December
2023-12-21 11:00,16304.19,976.51,78.64,119.74,28.66,24.89,35.34,1336.47,62.25,13.32,41.97,95.52,759.79,1.74,0.07,26.92,1.74,7336.89,592.2963,24.89,2.7588,0.256,53.7903,1180.5344,1.0103,355.9098,December
2023-12-21 12:00,18422.93,918.21,29.03,78.11,44.33,29.82,39.98,1119.54,63.99,14.72,42.1,95.58,703.18,2.09,0.07,42.24,2.09,8290.32,635.4287,29.82,2.9276,0.1098,89.3321,973.3932,1.9127,577.1234,December
2023-12-21 13:00,15416.46,1379.06,75.03,69.96,42.04,14.22,33.43,799.31,61.36,14.36,40.92,94.55,339.92,1.0,0.07,41.04,1.0,6937.41,841.4308,14.22,4.4473,0.2153,124.5127,936.7597,1.5923,586.4311,December
2023-12-21 14:00,17255.6,951.72,37.06,109.88,31.44,14.94,34.17,1423.77,62.46,14.06,43.28,94.65,446.73,1.05,0.07,30.39,1.05,7765.02,736.0884,14.94,4.1264,0.1265,64.2493,941.7927,1.0346,659.7811,December
2023-12-21 15:00,18353.19,788.92,36.19,36.6,45.33,36.86,36.58,1037.96,62.03,14.61,43.27,95.59,279.52,2.58,0.07,42.75,2.58,8258.94,493.1768,36.86,4.4954,0.2415,68.8834,1564.0788,1.632,466.9295,December
2023-12-21 16:00,16255.51,1274.16,62.31,188.36,29.59,17.45,38.72,825.13,60.29,13.39,40.68,95.06,928.4,1.22,0.07,28.37,1.22,7314.98,869.3783,17.45,3.6722,0.1982,122.1833,979.9934,0.9926,367.2216,December
2023-12-21 17:00,17527.96,1358.75,98.99,133.59,26.71,15.6,43.82,782.55,63.8,14.38,42.52,94.11,463.57,1.09,0.07,25.62,1.09,7887.58,899.4348,15.6,4.4145,0.1189,113.7106,1577.0558,1.0119,494.6278,December
2023-12-21 18:00,15382.45,833.49,10.19,93.61,47.95,21.52,33.8,1098.58,64.67,13.05,42.84,94.52,965.37,1.51,0.07,46.44,1.51,6922.1,611.3569,21.52,3.7361,0.2834,90.5134,1342.7599,1.53,369.0742,December
2023-12-21 19:00,17773.93,2.91,66.15,110.62,47.62,33.78,24.36,137.78,62.57,14.76,43.64,95.35,2.9,2.36,0.07,45.26,2.36,7998.27,1.8409,33.78,2.8739,0.29,0.2691,936.6653,1.6026,690.0114,December
2023-12-21 20:00,19176.49,1.31,84.38,33.19,29.41,14.16,24.27,148.73,63.99,13.9,41.84,95.22,6.94,0.99,0.07,28.42,0.99,8629.42,0.8336,14.16,2.8414,0.2752,0.0962,1600.2137,0.7997,612.8977,December
2023-12-21 21:00,18051.03,4.39,38.5,117.56,43.5,32.74,18.33,244.63,64.68,13.73,44.97,95.6,0.44,2.29,0.07,41.21,2.29,8122.96,3.51,32.74,3.9183,0.2968,0.2473,1186.3025,1.791,573.2638,December
2023-12-21 22:00,16378.66,7.03,20.02,195.23,47.81,32.31,20.07,133.03,62.4,13.74,41.36,94.11,4.21,2.26,0.07,45.55,2.26,7370.4,5.2967,32.31,2.5154,0.1733,0.6703,824.494,1.9052,468.7712,December
2023-12-21 23:00,16337.81,2.46,19.43,122.57,40.99,38.95,15.52,284.24,64.31,14.78,43.12,94.24,0.16,2.73,0.07,38.26,2.73,7352.01,1.7708,38.95,4.1648,0.1546,0.1559,1435.8626,1.1671,625.0027,December
2023-12-22 0:00,17568.05,9.56,82.3,193.32,40.81,34.51,23.77,114.8,63.63,13.87,44.15,94.0,9.52,2.42,0.07,38.39,2.42,7905.62,7.3179,34.51,2.6866,0.2466,0.7137,1158.2096,1.0545,368.3756,December
2023-12-22 1:00,16964.17,9.17,73.34,68.32,43.95,23.56,19.21,190.45,63.57,13.16,42.65,95.53,8.32,1.65,0.07,42.3,1.65,7633.88,5.6399,23.56,2.8913,0.1295,0.5996,936.1355,0.9512,472.6083,December
2023-12-22 2:00,16784.69,6.77,73.54,37.34,35.73,12.09,19.74,148.98,60.02,13.84,43.92,94.28,4.53,0.85,0.07,34.88,0.85,7553.11,5.0801,12.09,4.2383,0.1074,0.6469,1049.5495,1.142,723.9221,December
2023-12-22 3:00,18470.06,5.36,62.07,93.37,27.83,30.38,19.99,206.9,60.26,14.22,43.89,95.75,4.74,2.13,0.07,25.7,2.13,8311.53,3.527,30.38,2.8622,0.2466,0.2029,1063.073,0.6678,510.7848,December
2023-12-22 4:00,18392.62,2.11,81.79,93.42,36.14,24.74,19.27,206.17,60.27,13.26,43.47,94.96,7.88,1.73,0.07,34.41,1.73,8276.68,1.5136,24.74,3.2877,0.1679,0.129,1153.5896,0.9084,595.5489,December
2023-12-22 5:00,15007.36,6.74,31.17,123.46,44.8,19.89,21.08,274.37,63.52,14.37,43.34,95.93,1.73,1.39,0.07,43.41,1.39,6753.31,4.7843,19.89,3.7868,0.2677,0.5232,1380.1396,0.9134,488.0289,December
2023-12-22 6:00,16865.72,6.61,79.36,136.77,44.63,14.93,18.2,268.02,64.86,14.29,44.48,95.28,7.38,1.05,0.07,43.58,1.05,7589.57,4.2337,14.93,4.2188,0.2318,0.3506,1569.9361,1.9761,606.0588,December
2023-12-22 7:00,15378.45,295.75,81.68,39.01,42.24,33.18,38.92,798.13,63.83,13.08,44.3,94.08,576.29,2.32,0.07,39.92,2.32,6920.3,194.7441,33.18,4.217,0.1627,27.0411,1355.5812,1.9924,536.7555,December
2023-12-22 8:00,16748.31,199.38,51.48,45.41,22.16,30.03,41.4,711.08,62.59,14.11,42.04,94.61,461.06,2.1,0.07,20.06,2.1,7536.74,140.1045,30.03,2.6439,0.2571,18.5784,1176.9143,0.8053,704.7498,December
2023-12-22 9:00,16641.74,50.78,30.34,152.14,21.1,38.66,39.17,738.39,62.14,13.25,43.21,94.72,631.68,2.71,0.07,18.39,2.71,7488.78,30.6362,38.66,3.2946,0.2845,2.4369,885.1354,0.5319,735.5746,December
2023-12-22 10:00,15955.97,1484.94,76.93,171.78,39.41,12.47,31.75,1443.37,64.33,14.18,42.21,94.93,516.05,0.87,0.07,38.54,0.87,7180.19,1035.3136,12.47,4.4051,0.2958,89.2643,1100.0581,0.8687,449.8777,December
2023-12-22 11:00,19056.34,685.5,56.02,109.53,29.29,18.64,33.32,805.77,63.96,14.11,44.27,94.42,683.68,1.3,0.07,27.99,1.3,8575.35,485.8293,18.64,3.7669,0.1602,57.7162,1011.4693,0.8361,680.812,December
2023-12-22 12:00,16720.09,594.66,36.32,22.08,32.47,21.05,35.11,545.67,61.28,13.81,42.17,95.44,409.66,1.47,0.07,31.0,1.47,7524.04,371.3185,21.05,4.4895,0.214,28.8928,957.5095,1.416,514.2148,December
2023-12-22 13:00,15869.16,1249.97,36.58,114.59,21.86,14.41,29.92,722.34,63.26,14.87,42.51,94.32,766.01,1.01,0.07,20.85,1.01,7141.12,853.8851,14.41,4.4338,0.1259,104.9412,1347.848,0.9224,624.944,December
2023-12-22 14:00,17528.91,1496.51,50.61,14.03,46.42,23.15,31.54,912.4,60.03,14.33,43.5,95.29,327.39,1.62,0.07,44.8,1.62,7888.01,988.9935,23.15,2.7708,0.1278,72.0323,1172.2362,2.2057,808.6966,December
2023-12-22 15:00,16573.09,611.0,91.9,66.11,25.21,39.5,26.23,683.41,64.17,13.55,44.67,95.25,847.33,2.76,0.07,22.45,2.76,7457.89,397.8732,39.5,3.9209,0.1053,59.509,1279.6176,1.0952,710.4296,December
2023-12-22 16:00,16738.07,635.12,71.04,42.0,37.77,29.61,35.03,1321.37,63.94,13.89,43.5,94.99,803.1,2.07,0.07,35.7,2.07,7532.13,386.8738,29.61,3.007,0.187,36.5225,1263.6361,0.9074,595.2678,December
2023-12-22 17:00,18056.65,1091.35,58.22,178.9,27.74,18.46,44.92,1078.32,63.27,14.19,44.93,95.33,591.17,1.29,0.07,26.45,1.29,8125.49,683.6124,18.46,3.1008,0.2958,93.8982,1755.5377,0.7924,638.9098,December
2023-12-22 18:00,18650.64,1123.15,97.24,120.86,47.59,13.42,31.19,758.43,63.01,14.51,44.08,95.25,368.3,0.94,0.07,46.65,0.94,8392.79,770.8225,13.42,2.9504,0.2408,91.2215,1289.8266,2.0352,521.6367,December
2023-12-22 19:00,18425.46,6.68,90.1,160.28,44.66,25.48,18.37,151.36,63.22,14.64,40.25,95.12,7.99,1.78,0.07,42.88,1.78,8291.46,4.9157,25.48,3.4509,0.1937,0.3734,1351.4403,1.323,526.0814,December
2023-12-22 20:00,17135.8,1.85,28.19,149.55,33.16,39.16,18.53,218.57,64.02,14.68,43.56,94.09,2.87,2.74,0.07,30.42,2.74,7711.11,1.2387,39.16,3.4011,0.2093,0.14,1178.5956,0.9228,747.3103,December
2023-12-22 21:00,19825.81,0.65,38.8,174.19,25.33,34.46,21.04,227.57,60.51,13.22,43.75,94.74,4.88,2.41,0.07,22.92,2.41,8921.61,0.464,34.46,3.3283,0.1178,0.0453,1378.1911,0.7728,860.207,December
2023-12-22 22:00,15175.99,0.78,19.39,142.95,23.02,22.7,23.2,288.87,61.37,14.7,43.93,94.69,8.3,1.59,0.07,21.43,1.59,6829.2,0.5828,22.7,3.7405,0.2613,0.0543,1243.0931,0.7522,511.4636,December
2023-12-22 23:00,18056.83,5.98,61.63,16.79,47.47,34.82,21.22,277.78,63.12,13.12,43.46,94.09,9.83,2.44,0.07,45.03,2.44,8125.57,3.7576,34.82,2.5114,0.2582,0.3519,1585.2779,1.9257,495.4175,December
2023-12-23 0:00,19693.15,3.28,29.76,143.57,23.99,39.45,24.51,220.81,63.8,13.82,42.71,95.19,8.56,2.76,0.07,21.23,2.76,8861.92,1.9846,39.45,2.872,0.1448,0.2656,1847.3208,0.5202,599.7945,December
2023-12-23 1:00,17465.09,6.93,13.49,162.82,37.91,37.77,15.74,172.09,63.26,14.52,40.36,95.7,1.23,2.64,0.07,35.27,2.64,7859.29,4.5329,37.77,3.0442,0.256,0.4726,1162.1786,1.698,593.902,December
2023-12-23 2:00,19755.8,8.91,35.28,169.23,28.64,35.14,16.9,257.55,63.57,13.57,44.16,94.68,1.83,2.46,0.07,26.18,2.46,8890.11,5.4489,35.14,3.1122,0.2253,0.6779,1803.595,1.2958,775.7331,December
2023-12-23 3:00,19566.14,1.59,51.3,113.15,37.24,23.69,18.24,251.39,61.49,13.4,43.47,95.86,8.82,1.66,0.07,35.58,1.66,8804.76,1.21,23.69,3.3572,0.2299,0.169,1044.1919,1.7548,425.6823,December
2023-12-23 4:00,15585.0,7.26,99.59,160.57,25.4,25.95,15.3,172.6,64.69,13.56,44.97,94.32,0.65,1.82,0.07,23.58,1.82,7013.25,5.4441,25.95,4.3385,0.2799,0.5064,952.0292,0.9086,559.9242,December
2023-12-23 5:00,15448.29,4.32,73.7,194.73,36.56,13.36,23.94,251.79,64.45,13.18,42.07,94.01,9.19,0.94,0.07,35.62,0.94,6951.73,3.3711,13.36,3.8026,0.2594,0.439,927.8066,1.7706,620.5028,December
2023-12-23 6:00,19606.7,4.39,72.95,81.85,21.78,15.27,23.32,209.91,62.38,13.12,40.58,95.6,1.72,1.07,0.07,20.71,1.07,8823.02,3.1434,15.27,2.8246,0.289,0.3629,1032.5527,0.7371,495.9645,December
2023-12-23 7:00,15380.34,779.41,57.86,81.31,31.02,11.51,27.82,675.12,64.25,14.21,42.12,94.77,786.78,0.81,0.07,30.21,0.81,6921.15,503.0332,11.51,3.4394,0.1308,32.8777,1114.773,1.1354,669.9295,December
2023-12-23 8:00,15245.75,684.3,90.17,125.82,48.23,39.57,43.62,958.18,61.37,14.03,41.46,95.67,639.17,2.77,0.07,45.46,2.77,6860.59,480.7135,39.57,2.9638,0.2883,55.4297,997.31,1.8649,391.4286,December
2023-12-23 9:00,16495.36,370.3,37.4,103.33,40.66,19.45,24.29,1202.51,60.04,14.33,42.38,95.31,928.19,1.36,0.07,39.3,1.36,7422.91,266.9105,19.45,3.4067,0.1059,15.6551,1526.1326,1.9652,425.3787,December
2023-12-23 10:00,19389.86,1205.18,79.73,103.8,39.48,36.13,30.57,585.98,63.9,13.55,40.02,94.69,473.37,2.53,0.07,36.95,2.53,8725.44,940.6315,36.13,3.5752,0.1168,132.903,1258.5456,1.5334,764.0863,December
2023-12-23 11:00,15835.24,592.78,61.44,156.39,29.87,27.33,27.27,716.73,63.69,14.2,40.91,94.72,238.72,1.91,0.07,27.96,1.91,7125.86,448.1859,27.33,4.0539,0.1065,56.6035,1011.5412,1.2737,600.9577,December
2023-12-23 12:00,17248.96,1153.45,75.38,67.27,25.09,16.06,42.14,907.52,61.97,13.22,41.06,95.53,530.94,1.12,0.07,23.97,1.12,7762.03,798.1658,16.06,3.0378,0.2337,59.9175,1021.29,1.1085,381.9078,December
2023-12-23 13:00,16055.77,493.6,29.26,77.78,24.51,18.4,20.39,994.09,63.88,14.58,41.82,94.73,238.26,1.29,0.07,23.22,1.29,7225.1,329.3012,18.4,3.4512,0.1758,20.497,1442.0245,0.9664,633.1563,December
2023-12-23 14:00,17289.57,214.52,24.31,24.35,25.56,13.99,28.2,1331.82,60.31,13.36,41.19,94.6,399.71,0.98,0.07,24.58,0.98,7780.31,136.2364,13.99,3.2918,0.1399,17.3434,1093.3204,0.749,767.8981,December
2023-12-23 15:00,17042.43,615.77,68.92,147.96,45.22,34.44,39.96,608.65,63.72,13.28,41.59,94.78,350.76,2.41,0.07,42.81,2.41,7669.09,480.2219,34.44,3.2436,0.2812,30.871,921.6972,0.9779,774.7915,December
2023-12-23 16:00,16270.57,1355.11,91.44,126.71,30.15,19.19,36.78,1360.29,63.6,13.19,41.19,94.0,931.94,1.34,0.07,28.81,1.34,7321.76,814.5449,19.19,3.2153,0.1301,76.8702,1222.4614,1.2412,758.9646,December
2023-12-23 17:00,17784.48,496.7,21.3,75.59,33.38,32.14,23.88,565.35,61.43,14.36,41.35,94.77,784.78,2.25,0.07,31.13,2.25,8003.02,301.3721,32.14,2.7299,0.1816,18.5878,1214.2678,0.7836,498.9997,December
2023-12-23 18:00,17400.44,874.84,20.29,84.73,29.84,33.48,34.13,642.85,63.17,14.19,44.69,95.32,368.73,2.34,0.07,27.5,2.34,7830.2,696.0714,33.48,3.2223,0.1471,86.9886,1302.8605,0.8146,393.8479,December
2023-12-23 19:00,15192.66,2.6,37.0,73.34,34.22,13.39,21.24,245.77,64.06,13.93,40.93,94.75,1.15,0.94,0.07,33.28,0.94,6836.7,1.9835,13.39,3.6138,0.2452,0.1952,1207.8945,0.6942,495.3976,December
2023-12-23 20:00,18768.13,4.6,83.43,43.05,44.11,27.73,17.02,198.08,62.85,14.37,41.32,94.83,8.29,1.94,0.07,42.17,1.94,8445.66,3.1639,27.73,4.4716,0.1147,0.2267,1426.447,0.9457,378.2627,December
2023-12-23 21:00,17228.91,1.76,74.4,32.96,26.85,20.76,22.3,237.27,63.77,13.95,40.25,95.01,4.64,1.45,0.07,25.4,1.45,7753.01,1.3769,20.76,3.9929,0.1476,0.0917,1100.2567,0.7478,661.2124,December
2023-12-23 22:00,16016.29,8.76,66.18,97.9,28.68,16.78,19.38,106.0,63.71,13.77,43.22,95.79,5.5,1.17,0.07,27.51,1.17,7207.33,6.8335,16.78,3.8024,0.1482,0.5636,1100.2793,0.9392,376.9805,December
2023-12-23 23:00,19289.08,1.52,48.09,66.35,24.06,25.31,19.88,249.64,63.56,14.43,40.84,95.79,2.87,1.77,0.07,22.29,1.77,8680.09,1.1737,25.31,2.8065,0.1358,0.059,988.2409,0.7959,717.3743,December
2023-12-24 0:00,19792.73,7.71,11.76,135.27,41.04,37.82,22.42,199.19,61.75,13.07,41.46,94.94,3.31,2.65,0.07,38.39,2.65,8906.73,5.68,37.82,3.3408,0.2121,0.5024,1349.6945,2.0426,550.0665,December
2023-12-24 1:00,17678.04,4.6,36.05,119.48,40.87,36.18,15.75,119.12,63.88,14.65,43.9,94.96,8.61,2.53,0.07,38.34,2.53,7955.12,3.0932,36.18,3.7307,0.2436,0.2972,1543.0048,1.434,709.0571,December
2023-12-24 2:00,18055.52,4.99,43.06,84.21,44.52,38.39,20.61,159.45,61.77,14.88,44.21,94.13,7.29,2.69,0.07,41.83,2.69,8124.98,3.1414,38.39,3.9545,0.1424,0.1938,1657.4799,1.939,622.2031,December
2023-12-24 3:00,19976.67,1.46,29.63,184.2,48.17,27.66,21.16,208.37,64.62,13.56,43.41,95.97,9.62,1.94,0.07,46.23,1.94,8989.5,0.956,27.66,4.1968,0.2918,0.0636,1073.3002,1.0928,813.1914,December
2023-12-24 4:00,15123.96,3.59,24.41,80.02,26.5,27.45,17.7,263.35,60.51,13.82,41.43,95.24,7.75,1.92,0.07,24.58,1.92,6805.78,2.731,27.45,3.7092,0.1515,0.3693,1489.3755,0.9727,364.2568,December
2023-12-24 5:00,15221.77,7.5,68.75,114.79,49.84,35.32,20.27,185.07,63.01,14.97,41.14,95.7,8.17,2.47,0.07,47.37,2.47,6849.8,4.8449,35.32,4.091,0.2156,0.7031,1472.6132,2.2862,727.697,December
2023-12-24 6:00,15960.93,8.71,92.17,25.67,36.22,35.28,16.83,224.97,60.58,13.12,42.16,94.6,5.39,2.47,0.07,33.75,2.47,7182.42,6.6028,35.28,3.0603,0.2252,0.58,1569.9393,1.6725,755.5814,December
2023-12-24 7:00,19917.7,231.62,24.43,109.52,34.79,16.71,43.43,990.13,60.47,13.94,42.91,94.29,858.65,1.17,0.07,33.62,1.17,8962.96,140.2052,16.71,2.8588,0.156,20.1105,1575.8226,1.6815,895.7121,December
2023-12-24 8:00,19184.06,859.71,61.76,30.46,34.92,25.44,44.21,1090.51,60.71,13.42,42.23,94.22,799.39,1.78,0.07,33.14,1.78,8632.83,627.1093,25.44,3.733,0.2382,88.0628,1624.2852,0.7638,391.7227,December
2023-12-24 9:00,16307.02,680.6,21.23,127.08,39.96,30.32,31.79,1075.92,60.0,13.92,40.64,95.54,279.52,2.12,0.07,37.84,2.12,7338.16,517.4604,30.32,2.9155,0.1445,32.3204,1323.6352,1.4341,557.7901,December
2023-12-24 10:00,18641.49,71.3,92.89,87.66,47.3,30.5,36.04,1084.51,62.19,13.33,43.42,95.08,656.81,2.14,0.07,45.16,2.14,8388.67,43.708,30.5,3.6387,0.2499,3.5163,1646.7416,1.9705,373.0553,December
2023-12-24 11:00,16124.13,340.76,72.26,113.32,24.49,15.4,26.73,909.85,64.47,14.25,41.89,94.82,441.05,1.08,0.07,23.41,1.08,7255.86,239.8884,15.4,4.3887,0.1728,15.6733,1599.5969,0.7358,648.1763,December
2023-12-24 12:00,18100.24,1296.35,71.94,12.85,33.71,28.28,21.52,643.85,61.27,13.77,41.24,94.61,454.69,1.98,0.07,31.73,1.98,8145.11,1024.4932,28.28,4.188,0.233,145.3851,1277.5131,1.3278,669.156,December
2023-12-24 13:00,17008.65,522.5,15.02,60.87,28.86,21.01,27.9,1360.93,63.49,13.78,43.01,95.69,668.68,1.47,0.07,27.39,1.47,7653.89,351.5623,21.01,2.5971,0.2277,19.1305,1562.0643,1.0234,732.4905,December
2023-12-24 14:00,15417.48,713.91,57.7,187.72,21.43,26.42,27.02,680.9,62.78,14.52,40.46,94.72,835.45,1.85,0.07,19.58,1.85,6937.87,547.3947,26.42,2.7531,0.2872,72.8117,1410.3393,0.7682,649.2037,December
2023-12-24 15:00,16550.05,846.14,69.96,49.23,28.76,19.09,32.96,591.7,64.16,14.14,44.09,95.28,201.77,1.34,0.07,27.42,1.34,7447.52,644.5038,19.09,3.9516,0.2308,79.4897,1486.1646,1.1856,587.4593,December
2023-12-24 16:00,16845.23,1459.71,30.85,153.31,43.75,13.09,26.53,1017.12,62.22,13.72,43.54,95.01,860.43,0.92,0.07,42.83,0.92,7580.35,943.7968,13.09,2.6329,0.2416,67.6493,893.2114,1.6876,684.6379,December
2023-12-24 17:00,15753.3,532.98,91.88,192.51,29.58,31.95,41.84,1310.37,60.0,14.29,42.46,94.58,379.7,2.24,0.07,27.34,2.24,7088.98,405.4105,31.95,3.3517,0.25,44.9489,1176.8698,1.0631,631.4243,December
2023-12-24 18:00,16671.7,1458.05,95.3,169.11,27.33,31.36,37.91,658.5,61.04,13.35,44.42,94.38,466.2,2.2,0.07,25.13,2.2,7502.26,909.8334,31.36,3.4865,0.181,78.7593,1355.2279,1.1096,549.6054,December
2023-12-24 19:00,16230.76,4.84,45.08,38.87,33.68,22.16,22.86,289.55,60.43,14.86,40.9,94.65,4.29,1.55,0.07,32.13,1.55,7303.84,3.4444,22.16,3.1495,0.2584,0.3152,1183.5553,1.0325,561.7964,December
2023-12-24 20:00,19198.25,2.99,22.71,66.7,34.17,27.73,17.81,181.09,64.02,13.39,42.66,95.38,0.24,1.94,0.07,32.23,1.94,8639.21,2.0087,27.73,3.7159,0.1935,0.2745,1732.2512,1.2934,457.5238,December
2023-12-24 21:00,15965.64,4.65,69.82,65.92,26.57,24.26,23.15,161.57,64.14,13.8,43.73,94.12,7.1,1.7,0.07,24.87,1.7,7184.54,3.5741,24.26,3.2581,0.2019,0.486,800.4841,0.676,356.4917,December
2023-12-24 22:00,18988.59,9.62,57.36,25.22,49.24,15.19,20.44,121.78,63.42,14.11,40.31,94.65,3.72,1.06,0.07,48.18,1.06,8544.87,7.3497,15.19,3.3903,0.2866,0.3856,1895.7433,1.5157,462.1501,December
2023-12-24 23:00,15220.24,1.45,13.9,166.29,20.27,13.49,17.33,188.36,62.38,13.63,41.79,95.48,5.38,0.94,0.07,19.33,0.94,6849.11,1.1198,13.49,4.1708,0.2096,0.107,1047.7575,0.52,595.1507,December
2023-12-25 0:00,18010.72,0.02,71.08,48.67,25.28,12.89,16.02,145.75,60.94,13.94,40.77,94.18,5.26,0.9,0.07,24.38,0.9,8104.82,0.0125,12.89,4.247,0.2479,0.0019,959.8875,1.0063,684.0282,December
2023-12-25 1:00,19971.82,9.56,42.53,195.0,45.69,39.72,18.16,272.2,62.92,13.01,42.13,95.23,5.34,2.78,0.07,42.91,2.78,8987.32,5.9854,39.72,3.5804,0.1365,0.3992,1460.962,1.2586,742.3408,December
2023-12-25 2:00,17853.81,8.63,23.87,138.41,26.88,12.28,19.9,135.93,64.47,14.98,40.98,94.81,3.26,0.86,0.07,26.02,0.86,8034.21,5.8592,12.28,2.6266,0.1626,0.5833,1185.1065,0.6872,778.8549,December
2023-12-25 3:00,16278.34,5.65,14.78,34.14,46.53,23.53,17.16,162.67,63.63,13.92,40.64,94.41,1.15,1.65,0.07,44.88,1.65,7325.25,4.4695,23.53,2.5425,0.1857,0.3206,988.165,2.1106,454.7398,December
2023-12-25 4:00,15416.8,6.94,67.5,160.73,30.24,33.24,15.37,241.17,63.84,14.92,43.41,94.28,5.39,2.33,0.07,27.91,2.33,6937.56,5.1146,33.24,3.455,0.2541,0.7601,1195.5934,1.1878,612.627,December
2023-12-25 5:00,15147.95,1.47,28.69,14.55,24.05,39.06,15.67,137.08,61.07,13.22,42.22,94.76,7.7,2.73,0.07,21.32,2.73,6816.58,1.0583,39.06,3.3034,0.2192,0.0692,1122.9302,0.8645,420.3586,December
2023-12-25 6:00,17601.91,1.84,96.29,82.66,40.08,30.63,20.14,299.52,63.43,14.28,43.39,95.43,9.65,2.14,0.07,37.94,2.14,7920.86,1.3715,30.63,3.3733,0.2347,0.1844,1492.9899,1.6265,721.1806,December
2023-12-25 7:00,17506.61,333.58,44.9,198.96,46.07,10.8,29.91,816.97,64.85,14.0,44.5,95.63,372.84,0.76,0.07,45.31,0.76,7877.97,241.2032,10.8,2.5714,0.1071,16.7781,1599.1155,1.2575,756.066,December
2023-12-25 8:00,17170.44,1062.31,74.91,178.39,37.81,24.83,22.99,1275.31,61.34,14.13,44.16,94.93,285.58,1.74,0.07,36.07,1.74,7726.7,707.9586,24.83,4.1607,0.2334,96.7132,1195.3309,1.3854,457.461,December
2023-12-25 9:00,15348.78,1337.55,70.24,73.19,28.68,13.68,27.66,1443.13,61.16,14.25,41.04,94.64,474.82,0.96,0.07,27.72,0.96,6906.95,837.5969,13.68,2.9396,0.1392,116.315,1192.1659,1.3008,484.8906,December
2023-12-25 10:00,19491.5,1081.32,67.45,155.6,21.38,18.58,29.69,827.42,62.95,14.82,42.51,95.68,633.93,1.3,0.07,20.08,1.3,8771.18,730.4129,18.58,3.2746,0.1673,99.0361,1309.5889,0.693,774.2149,December
2023-12-25 11:00,17381.52,154.18,43.15,169.88,21.38,14.47,40.64,1033.72,60.11,13.22,42.85,94.82,233.41,1.01,0.07,20.37,1.01,7821.68,112.4217,14.47,4.2525,0.1963,11.3133,1247.4881,0.5805,576.0855,December
